-15.000000	0.000000105
-14.990000	0.000000035
-14.980000	0.000000047
-14.970000	0.000000047
-14.960000	0.000000047
-14.950000	0.000000058
-14.940000	0.000000058
-14.930000	0.000000047
-14.920000	0.000000047
-14.910000	0.000000105
-14.900000	0.000000035
-14.890000	0.000000035
-14.880000	0.000000023
-14.870000	0.000000058
-14.860000	0.000000023
-14.850000	0.000000012
-14.840000	0.000000047
-14.830000	0.000000047
-14.820000	0.000000035
-14.810000	0.000000012
-14.800000	0.000000070
-14.790000	0.000000058
-14.780000	0.000000047
-14.770000	0.000000094
-14.760000	0.000000082
-14.750000	0.000000047
-14.740000	0.000000047
-14.730000	0.000000047
-14.720000	0.000000047
-14.710000	0.000000082
-14.700000	0.000000035
-14.690000	0.000000070
-14.680000	0.000000047
-14.670000	0.000000035
-14.660000	0.000000023
-14.650000	0.000000035
-14.640000	0.000000058
-14.630000	0.000000105
-14.620000	0.000000058
-14.610000	0.000000058
-14.600000	0.000000070
-14.590000	0.000000070
-14.580000	0.000000082
-14.570000	0.000000082
-14.560000	0.000000094
-14.550000	0.000000047
-14.540000	0.000000070
-14.530000	0.000000035
-14.520000	0.000000070
-14.510000	0.000000047
-14.500000	0.000000082
-14.490000	0.000000058
-14.480000	0.000000058
-14.470000	0.000000082
-14.460000	0.000000070
-14.450000	0.000000094
-14.440000	0.000000070
-14.430000	0.000000058
-14.420000	0.000000070
-14.410000	0.000000117
-14.400000	0.000000129
-14.390000	0.000000105
-14.380000	0.000000023
-14.370000	0.000000129
-14.360000	0.000000140
-14.350000	0.000000117
-14.340000	0.000000047
-14.330000	0.000000152
-14.320000	0.000000070
-14.310000	0.000000070
-14.300000	0.000000058
-14.290000	0.000000164
-14.280000	0.000000082
-14.270000	0.000000070
-14.260000	0.000000047
-14.250000	0.000000058
-14.240000	0.000000117
-14.230000	0.000000070
-14.220000	0.000000105
-14.210000	0.000000175
-14.200000	0.000000058
-14.190000	0.000000082
-14.180000	0.000000105
-14.170000	0.000000082
-14.160000	0.000000129
-14.150000	0.000000117
-14.140000	0.000000105
-14.130000	0.000000117
-14.120000	0.000000094
-14.110000	0.000000070
-14.100000	0.000000082
-14.090000	0.000000140
-14.080000	0.000000105
-14.070000	0.000000152
-14.060000	0.000000094
-14.050000	0.000000199
-14.040000	0.000000117
-14.030000	0.000000105
-14.020000	0.000000105
-14.010000	0.000000105
-14.000000	0.000000175
-13.990000	0.000000140
-13.980000	0.000000152
-13.970000	0.000000082
-13.960000	0.000000058
-13.950000	0.000000152
-13.940000	0.000000082
-13.930000	0.000000140
-13.920000	0.000000187
-13.910000	0.000000129
-13.900000	0.000000140
-13.890000	0.000000094
-13.880000	0.000000187
-13.870000	0.000000140
-13.860000	0.000000129
-13.850000	0.000000094
-13.840000	0.000000105
-13.830000	0.000000152
-13.820000	0.000000152
-13.810000	0.000000152
-13.800000	0.000000117
-13.790000	0.000000070
-13.780000	0.000000117
-13.770000	0.000000187
-13.760000	0.000000152
-13.750000	0.000000070
-13.740000	0.000000164
-13.730000	0.000000164
-13.720000	0.000000187
-13.710000	0.000000175
-13.700000	0.000000140
-13.690000	0.000000082
-13.680000	0.000000094
-13.670000	0.000000175
-13.660000	0.000000094
-13.650000	0.000000175
-13.640000	0.000000211
-13.630000	0.000000129
-13.620000	0.000000222
-13.610000	0.000000105
-13.600000	0.000000175
-13.590000	0.000000222
-13.580000	0.000000129
-13.570000	0.000000175
-13.560000	0.000000105
-13.550000	0.000000199
-13.540000	0.000000199
-13.530000	0.000000175
-13.520000	0.000000269
-13.510000	0.000000187
-13.500000	0.000000175
-13.490000	0.000000152
